Ticker,Company Name,Industry
FBNC,First Bancorp,banks-regional
FBP,First Bancorp - Puerto Rico,banks-regional
FBRX,Forte Biosciences,biotechnology
FC,Franklin Covey,consulting services
FCAP,First Capital,banks-regional
FCAX,Fortress Capital Acquisition,shell companies
FCBC,First Community Bancshares,banks-regional
FCCO,First Community,banks-regional
FCCY,1St Constitution Bancorp,banks-regional
FCEL,Fuelcell Energy,electrical equipment & parts
FCF,First Commonwealth Financial,banks-regional
FCFS,Firstcash,credit services
FCN,Fti Consulting,consulting services
FCNCA,First Citizens Bancshares,banks-regional
FCPT,Four Corners Property Trust,reit-hotel & motel
FCRD,First Eagle Alternative Capital,asset management
FCX,Freeport-Mcmoran,copper
FDBC,Fidelity D&D Bancorp,banks-regional
FDMT,4D Molecular Therapeutics,biotechnology
FDP,Fresh Del Monte Produce,farm products
FDS,Factset Research Systems,financial data & stock exchanges
FDUS,Fidus Investment,asset management
FDX,Fedex,integrated freight & logistics
FE,Firstenergy,utilities-regulated electric
FEDU,Four Seasons Education,education & training services
FEIM,Frequency Electronics,communication equipment
FELE,Franklin Electric,specialty industrial machinery
FEMY,Femasys,medical instruments & supplies
FENC,Fennec Pharmaceuticals,biotechnology
FENG,Phoenix New Media,internet content & information
FERG,Ferguson,none
FET,Forum Energy Technologies,oil & gas equipment & services
FEYE,Fireeye,software-infrastructure
FF,Futurefuel,chemicals
FFBC,First Financial Bancorp,banks-regional
FFBW,"Ffbw, Inc.",banks-regional
FFHL,Fuwei Films,packaging & containers
FFIC,Flushing Financial,banks-regional
FFIE,Faraday Future Intelligent Electric,auto manufacturers
FFIN,First Financial Bankshares,banks-regional
FFIV,F5 Networks,software-infrastructure
FFNW,First Financial Northwest,banks-regional
FFWM,First Foundation,banks-regional
FGBI,First Guaranty Bancshares,banks-regional
FGEN,Fibrogen,biotechnology
FGF,Fg Financial Group,insurance-diversified
FHB,First Hawaiian,banks-regional
FHI,Federated Hermes,asset management
FHN,First Horizon National,banks-regional
FHS,First High-School Education Group,education & training services
FHTX,Foghorn Therapeutics,biotechnology
FI,Frank'S International,oil & gas equipment & services
FIBK,First Interstate Bancsystem,banks-regional
FICO,Fair Isaac,software-application
FIGS,Figs,apparel manufacturing
FINM,Marlin Technology,shell companies
FINV,Finvolution Group,credit services
FIS,Fidelity National Information Services,information technology services
FISI,Financial Institutions,banks-regional
FISV,Fiserv,information technology services
FITB,Fifth Third Bancorp,banks-regional
FIVE,Five Below,specialty retail
FIVN,Five9,software-infrastructure
FIX,Comfort Systems Usa,engineering & construction
FIXX,Homology Medicines,biotechnology
FIZZ,National Beverage,beverages-non-alcoholic
FKWL,Franklin Wireless,communication equipment
FL,Foot Locker,footwear & accessories
FLAC,Frazier Lifesciences Acquisition,shell companies
FLDM,Fluidigm,diagnostics & research
FLEX,Flex Ltd.,electronic components
FLGC,Flora Growth,drug manufacturers-specialty & generic
FLGT,Fulgent Genetics,diagnostics & research
FLIC,First Of Long Island,banks-regional
FLL,Full House Resorts,resorts & casinos
FLME,Flame Acquisition,shell companies
FLMN,Falcon Minerals,oil & gas e&p
FLNG,Flex Lng,oil & gas midstream
FLNT,Fluent,advertising agencies
FLO,Flowers Foods,packaged foods
FLOW,Spx Flow,specialty industrial machinery
FLR,Fluor Corporation,engineering & construction
FLS,Flowserve,specialty industrial machinery
FLT,Fleetcor Technologies,information technology services
FLUX,Flux Power Holdings,electrical equipment & parts
FLWS,1-800-Flowers.Com,specialty retail
FLXN,Flexion Therapeutics,drug manufacturers-specialty & generic
FLXS,Flexsteel Industries,"furnishings, fixtures & appliances"
FLYW,Flywire,information technology services
FMAC,Firstmark Horizon Acquisition,shell companies
FMAO,Farmers & Merchants Bancorp,banks-regional
FMBH,First Mid Bancshares,banks-regional
FMBI,First Midwest Bancorp,banks-regional
FMC,Fmc Corporation,agricultural inputs
FMIV,Forum Merger Iv,shell companies
FMNB,Farmers National Banc,banks-regional
FMS,Fresenius Medical Care,medical care facilities
FMTX,Forma Therapeutics,biotechnology
FMX,Fomento Economico Mexicano,beverages-brewers
FN,Fabrinet,electronic components
FNB,F.N.B.,banks-regional
FNCB,Fncb Bancorp,banks-regional
FNCH,Finch Therapeutics Group,biotechnology
FND,Floor & Decor Holdings,home improvement retail
FNF,Fidelity National Financial,insurance-specialty
FNHC,Fednat Holding,insurance-property & casualty
FNKO,Funko,leisure
FNLC,First Bancorp,banks-regional
FNV,Franco-Nevada,gold
FNWB,First Northwest Bancorp,banks-regional
FOA,Finance Of America,credit services
FOCS,Focus Financial Partners,capital markets
FOE,Ferro Corporation,specialty chemicals
FOLD,Amicus Therapeutics,biotechnology
FONR,Fonar Corporation,medical devices
FOR,Forestar Group,real estate-development
FORA,Forian,health information services
FORD,Forward Industries,footwear & accessories
FORE,Foresight Acquisition,shell companies
FORM,Formfactor,semiconductors
FORR,Forrester Research,consulting services
FORTY,Formula Systems (1985) Ltd.,information technology services
FOSL,Fossil Group,luxury goods
FOUR,Shift4 Payments,software-infrastructure
FOX,Fox Corporation,broadcasting
FOXA,Fox Corporation,broadcasting
FOXF,Fox Factory Holding,recreational vehicles
FOXW,Foxwayne Enterprises Acquisition,shell companies
FPAC,Far Peak Acquisition,shell companies
FPAY,Flexshopper,rental & leasing services
FPH,Five Point Holdings,real estate-development
FPI,Farmland Partners,reit-specialty
FR,First Industrial Realty Trust,reit-industrial
FRAF,Franklin Financial Services,banks-regional
FRBA,First Bank,banks-regional
FRBK,Republic First Bancorp,banks-regional
FRC,First Republic Bank,banks-regional
FRD,Friedman Industries,steel
FREE,Whole Earth Brands,shell companies
FREQ,Frequency Therapeutics,biotechnology
FREY,Freyr Battery,none
FRG,Franchise Group,personal services
FRGI,Fiesta Restaurant Group,restaurants
FRHC,Freedom Holding,capital markets
FRLN,Freeline Therapeutics,biotechnology
FRME,First Merchants,banks-regional
FRO,Frontline,oil & gas midstream
FROG,Jfrog,software-application
FRON,Frontier Acquisition,shell companies
FRPH,Frp Holdings,real estate services
FRPT,Freshpet,packaged foods
FRSG,First Reserve Sustainable Growth,shell companies
FRST,Primis Financial,banks-regional
FRSX,Foresight Autonomous,auto parts
FRT,Federal Realty Investment Trust,reit-retail
FRTA,Forterra,building products & equipment
FRW,Pwp Forward Acquisition I,blank checks / spac
FRXB,Forest Road Acquisition Ii,shell companies
FSBC,Five Star Bancorp,banks-regional
FSBW,Fs Bancorp,banks-regional
FSEA,First Seacoast Bancorp,banks-regional
FSFG,First Savings Financial Group,banks-regional
FSI,Flexible Solutions International,specialty chemicals
FSII,Fs Development Ii,shell companies
FSK,Fs Kkr Capital,asset management
FSLR,First Solar,solar
FSLY,Fastly,software-application
FSM,Fortuna Silver Mines,silver
FSNB,Fusion Acquisition Ii,shell companies
FSP,Franklin Street Properties,reit-office
FSR,Fisker,auto manufacturers
FSRX,Finserv Acquisition Ii,shell companies
FSS,Federal Signal,pollution & treatment controls
FSSI,Fortistar Sustainable Solutions,shell companies
FST,Fast Acquisition,shell companies
FSTR,L.B. Foster Company,railroads
FSTX,F-Star Therapeutics,biotechnology
FSV,Firstservice,real estate services
FTAA,Ftac Athena Acquisition,shell companies
FTAI,Fortress Transportation & Infrastructure Investors,rental & leasing services
FTCH,Farfetch,internet retail
FTCI,Ftc Solar,solar
FTCV,Fintech Acquisition V,shell companies
FTDR,"Frontdoor, Inc.",personal services
FTEK,Fuel Tech,pollution & treatment controls
FTEV,Fintech Evolution Acquisition,shell companies
FTFT,Future Fintech Group,software-application
FTHM,Fathom Holdings,real estate services
FTI,Technipfmc,oil & gas equipment & services
FTK,Flotek Industries,oil & gas equipment & services
FTNT,Fortinet,software-infrastructure
FTPA,Ftac Parnassus Acquisition,shell companies
FTRP,Field Trip Health,outpatient mental health and substance abuse centers
FTS,Fortis,utilities-regulated electric
FTSI,Fts International,oil & gas equipment & services
FTV,Fortive,scientific & technical instruments
FUBO,Fubotv,entertainment
FUL,H.B. Fuller,specialty chemicals
FULC,Fulcrum Therapeutics,biotechnology
FULT,Fulton Financial,banks-regional
FUN,Cedar Fair,leisure
FUNC,First United,banks-regional
FURY,Fury Gold Mines,dimension stone mining and quarrying
FUSB,First Us Bancshares,banks-regional
FUSE,Fusion Acquisition,shell companies
FUSN,Fusion Pharmaceuticals,biotechnology
FUTU,Futu Holdings,capital markets
FUV,Arcimoto,recreational vehicles
FVAM,5:01 Acquisition,shell companies
FVCB,Fvcbankcorp,banks-regional
FVE,Five Star Senior Living,medical care facilities
FVIV,Fortress Value Acquisition Iv,shell companies
FVRR,Fiverr International,internet content & information
FVT,Fortress Value Acquisition Iii,shell companies
FWAA,Fifth Wall Acquisition I,shell companies
FWAC,Fifth Wall Acquisition Iii,shell companies
FWONA,Liberty Media Formula One,broadcasting
FWP,Forward Pharma A/S,biotechnology
FWRD,Forward Air,integrated freight & logistics
FXLV,F45 Training,leisure
FXNC,First National,banks-regional
FYBR,Frontier Communications,telecom services
FZT,Fast Acquisition Ii,shell companies
G,Genpact,information technology services
GABC,German American Bancorp,banks-regional
GACQ,Global Consumer Acquisition,shell companies
GAIA,"Gaia, Inc.",internet content & information
GAIN,Gladstone Investment,asset management
GALT,Galectin Therapeutics,biotechnology
GAMB,Gambling.Com Group,gambling
GAMC,Golden Arrow Merger,shell companies
GAME,Engine Media,electronic gaming & multimedia
GAN,Gan Limited,gambling
GANX,Gain Therapeutics,biotechnology
GAPA,G&P Acquisition,shell companies
GASS,Stealthgas,marine shipping
GATO,Gatos Silver,other precious metals & mining
GATX,Gatx Corporation,rental & leasing services
GAU,Galiano Gold,gold
GB,Global Blue,information technology services
GBCI,Glacier Bancorp,banks-regional
GBDC,Golub Capital Bdc,asset management
GBIO,Generation Bio,biotechnology
GBL,Gamco Investors,capital markets
GBLI,Global Indemnity,insurance-property & casualty
GBNH,Greenbrook Tms,medical care facilities
GBNY,Generations Bancorp Ny,banks-regional
GBOX,Greenbox Pos,software-infrastructure
GBR,New Concept Energy,real estate services
GBRG,Goldenbridge Acquisition,shell companies
GBS,"Gbs, Inc.",medical devices
GBT,Global Blood Therapeutics,biotechnology
GBX,Greenbrier Companies,railroads
GCAC,Growth Capital Acquisition,shell companies
GCBC,Greene County Bancorp,banks-regional
GCI,Gannett,publishing
GCMG,Gcm Grosvenor,asset management
GCO,Genesco,apparel retail
GCP,Gcp Applied Technologies,specialty chemicals
GD,General Dynamics,aerospace & defense
GDDY,Godaddy,software-infrastructure
GDEN,Golden Entertainment,resorts & casinos
GDOT,Green Dot,credit services
GDP,Goodrich Petroleum,oil & gas e&p
GDRX,Goodrx Holdings,health information services
GDS,Gds Holdings,information technology services
GDYN,Grid Dynamics Holdings,information technology services
GE,General Electric,specialty industrial machinery
GECC,Great Elm Capital,asset management
GEF,Greif,packaging & containers
GEF.B,Greif,packaging & containers
GEG,Great Elm Group,medical distribution
GEL,Genesis Energy,oil & gas midstream
GENC,Gencor Industries,farm & heavy construction machinery
GENE,Genetic Technologies,diagnostics & research
GENI,Genius Sports,internet content & information
GEO,Geo Group,reit-healthcare facilities
GEOS,Geospace Technologies,oil & gas equipment & services
GERN,Geron,biotechnology
GES,Guess,apparel retail
GEVO,"Gevo, Inc.",specialty chemicals
GFED,Guaranty Federal Bancshares,banks-regional
GFF,Griffon Corporation,tools & accessories
GFI,Gold Fields,gold
GFL,Gfl Environmental,waste management
GFOR,Graf Acquisition Iv,shell companies
GFX,Golden Falcon Acquisition,shell companies
GGAL,Grupo Financiero Galicia,banks-regional
GGB,Gerdau,steel
GGG,Graco,specialty industrial machinery
GGMC,Glenfarne Merger,shell companies
GGPI,Gores Guggenheim,shell companies
GH,Guardant Health,diagnostics & research
GHAC,Gaming & Hospitality Acquisition,shell companies
GHC,Graham Holdings,education & training services
GHG,Greentree Hospitality Group,lodging
GHL,Greenhill & Co.,capital markets
GHLD,Guild Holdings Company,mortgage finance
GHM,Graham Corporation,specialty industrial machinery
GHRS,Gh Research Plc,pharmaceutical preparations
GHSI,Guardion Health Sciences,drug manufacturers-specialty & generic
GIB,"Cgi, Inc",information technology services
GIC,Global Industrial,industrial distribution
GIFI,Gulf Island Fabrication,oil & gas equipment & services
GIG,Gigcapital4,shell companies
GIGM,Gigamedia,electronic gaming & multimedia
GIII,G-Iii Apparel Group,apparel retail
GIIX,Gores Holdings Viii,shell companies
GIL,Gildan Activewear,apparel manufacturing
GILD,Gilead Sciences,drug manufacturers-general
GILT,Gilat Satellite Networks,communication equipment
GIS,General Mills,packaged foods
GIW,Giginternational1,shell companies
GKOS,Glaukos Corporation,medical instruments & supplies
GL,Globe Life,insurance-life
GLAD,Gladstone Capital,asset management
GLAQ,Globis Acquisition,shell companies
GLBE,Global-E Online,internet retail
GLBL,Cartesian Growth,shell companies
GLBS,Globus Maritime,marine shipping
GLBZ,Glen Burnie Bancorp,banks-regional
GLDD,Great Lakes Dredge & Dock,engineering & construction
GLDG,Goldmining,gold
GLEO,Galileo Acquisition,shell companies
GLG,Td Holdings,rental & leasing services
GLHA,Glass Houses Acquisition,shell companies
GLMD,Galmed Pharmaceuticals,biotechnology
GLNG,Golar Lng,oil & gas midstream
GLOB,Globant,software-application
GLOP,Gaslog Partners,oil & gas midstream
GLP,Global Partners,oil & gas midstream
GLPG,Galapagos,biotechnology
GLPI,Gaming & Leisure Properties,reit-specialty
GLRE,Greenlight Capital Re,insurance-reinsurance
GLSI,Greenwich Lifesciences,biotechnology
GLSPT,Global Spac Partners,shell companies
GLT,Glatfelter,paper & paper products
GLTO,Galecto,biotechnology
GLUE,Monte Rosa Therapeutics,biotechnology
GLW,Corning,electronic components
GLYC,Glycomimetics,biotechnology
GM,General Motors,auto manufacturers
GMAB,Genmab A/S,biotechnology
GMBL,Esports Entertainment,gambling
GMBT,Queen'S Gambit Growth Capital,shell companies
GMDA,Gamida Cell,biotechnology
GME,Gamestop,specialty retail
GMED,Globus Medical,medical devices
GMII,Gores Metropoulos Ii,shell companies
GMRE,Global Medical Reit,reit-healthcare facilities
GMS,Gms Inc.,building products & equipment
GMTX,Gemini Therapeutics,biotechnology
GMVD,G Medical Innovations,medical instruments & supplies
GNAC,Group Nine Acquisition,shell companies
GNCA,Genocea Biosciences,biotechnology
GNE,Genie Energy,utilities-regulated electric
GNFT,Genfit,biotechnology
GNK,Genco Shipping & Trading,marine shipping
